"Subject","Trial","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
995543569,5,"self","Self","Self","Nonmatching",968,0.968,1
995543569,7,"friend","Friend","Close","Matching",1116,1.116,0
995543569,9,"friend","Friend","Close","Nonmatching",1024,1.024,0
995543569,11,"friend","Friend","Close","Matching",954,0.954,1
995543569,13,"friend","Friend","Close","Nonmatching",865,0.865,1
995543569,15,"friend","Friend","Close","Matching",1046,1.046,1
995543569,17,"self","Self","Self","Nonmatching",582,0.582,1
995543569,19,"friend","Friend","Close","Nonmatching",545,0.545,0
995543569,21,"self","Self","Self","Nonmatching",802,0.802,1
995543569,23,"self","Self","Self","Nonmatching",966,0.966,1
995543569,27,"friend","Friend","Close","Matching",663,0.663,1
995543569,29,"self","Self","Self","Nonmatching",781,0.781,1
995543569,31,"self","Self","Self","Matching",742,0.742,1
995543569,33,"self","Self","Self","Matching",736,0.736,1
995543569,35,"self","Self","Self","Matching",415,0.415,1
995543569,37,"friend","Friend","Close","Nonmatching",545,0.545,0
995543569,39,"self","Self","Self","Matching",513,0.513,1
995543569,41,"friend","Friend","Close","Matching",761,0.761,0
995543569,43,"friend","Friend","Close","Matching",1146,1.146,1
995543569,45,"friend","Friend","Close","Matching",822,0.822,1
995543569,47,"self","Self","Self","Matching",538,0.538,1
995543569,49,"self","Self","Self","Matching",599,0.599,1
995543569,51,"friend","Friend","Close","Matching",826,0.826,1
995543569,53,"friend","Friend","Close","Nonmatching",657,0.657,1
995543569,55,"self","Self","Self","Nonmatching",1105,1.105,1
995543569,59,"friend","Friend","Close","Nonmatching",844,0.844,1
995543569,61,"self","Self","Self","Nonmatching",1111,1.111,1
995543569,63,"friend","Friend","Close","Nonmatching",602,0.602,1
995543569,65,"friend","Friend","Close","Nonmatching",790,0.79,1
995543569,67,"friend","Friend","Close","Nonmatching",502,0.502,1
995543569,69,"friend","Friend","Close","Matching",494,0.494,1
995543569,71,"self","Self","Self","Matching",624,0.624,1
995543569,73,"self","Self","Self","Matching",477,0.477,1
995543569,75,"friend","Friend","Close","Nonmatching",784,0.784,1
995543569,77,"self","Self","Self","Nonmatching",729,0.729,1
995543569,79,"self","Self","Self","Nonmatching",824,0.824,1
995543569,81,"friend","Friend","Close","Matching",1019,1.019,1
995543569,83,"self","Self","Self","Nonmatching",513,0.513,1
995543569,85,"friend","Friend","Close","Nonmatching",391,0.391,0
995543569,87,"friend","Friend","Close","Matching",1080,1.08,1
995543569,89,"self","Self","Self","Nonmatching",843,0.843,1
995543569,91,"self","Self","Self","Matching",495,0.495,1
995543569,93,"self","Self","Self","Nonmatching",541,0.541,1
995543569,95,"self","Self","Self","Nonmatching",718,0.718,1
995543569,97,"self","Self","Self","Matching",543,0.543,1
995543569,99,"friend","Friend","Close","Matching",972,0.972,1
995543569,101,"friend","Friend","Close","Matching",366,0.366,1
995543569,103,"self","Self","Self","Nonmatching",510,0.51,1
995543569,105,"friend","Friend","Close","Nonmatching",474,0.474,0
995543569,107,"self","Self","Self","Matching",1153,1.153,1
995543569,111,"self","Self","Self","Matching",1168,1.168,1
995543569,113,"friend","Friend","Close","Matching",488,0.488,1
995543569,115,"friend","Friend","Close","Nonmatching",765,0.765,1
995543569,117,"friend","Friend","Close","Matching",670,0.67,0
995543569,119,"self","Self","Self","Nonmatching",944,0.944,1
995543569,121,"self","Self","Self","Nonmatching",744,0.744,1
995543569,123,"self","Self","Self","Matching",611,0.611,1
995543569,125,"self","Self","Self","Matching",385,0.385,1
995543569,127,"self","Self","Self","Matching",394,0.394,1
995543569,129,"self","Self","Self","Matching",413,0.413,1
995543569,131,"friend","Friend","Close","Matching",461,0.461,0
995543569,133,"self","Self","Self","Nonmatching",674,0.674,0
995543569,135,"self","Self","Self","Matching",566,0.566,1
995543569,137,"friend","Friend","Close","Nonmatching",816,0.816,1
995543569,139,"friend","Friend","Close","Nonmatching",768,0.768,1
995543569,141,"self","Self","Self","Matching",534,0.534,1
995543569,143,"friend","Friend","Close","Nonmatching",701,0.701,1
995543569,145,"friend","Friend","Close","Matching",686,0.686,1
995543569,147,"self","Self","Self","Nonmatching",913,0.913,1
995543569,151,"friend","Friend","Close","Nonmatching",686,0.686,1
995543569,153,"self","Self","Self","Matching",413,0.413,1
995543569,155,"friend","Friend","Close","Matching",942,0.942,1
995543569,157,"self","Self","Self","Matching",594,0.594,1
995543569,159,"friend","Friend","Close","Matching",410,0.41,1
995543569,161,"friend","Friend","Close","Matching",539,0.539,1
995543569,163,"self","Self","Self","Nonmatching",561,0.561,1
995543569,165,"friend","Friend","Close","Matching",559,0.559,1
995543569,167,"friend","Friend","Close","Matching",507,0.507,1
995543569,169,"self","Self","Self","Nonmatching",497,0.497,0
995543569,171,"friend","Friend","Close","Nonmatching",861,0.861,1
995543569,173,"friend","Friend","Close","Matching",1031,1.031,1
995543569,175,"friend","Friend","Close","Matching",408,0.408,1
995543569,177,"friend","Friend","Close","Nonmatching",639,0.639,1
995543569,179,"self","Self","Self","Matching",387,0.387,1
995543569,181,"self","Self","Self","Nonmatching",621,0.621,1
995543569,183,"self","Self","Self","Nonmatching",1114,1.114,1
995543569,185,"friend","Friend","Close","Nonmatching",471,0.471,0
995543569,189,"self","Self","Self","Matching",985,0.985,1
995543569,191,"self","Self","Self","Nonmatching",608,0.608,1
995543569,193,"self","Self","Self","Nonmatching",449,0.449,1
995543569,195,"self","Self","Self","Matching",419,0.419,1
995543569,199,"self","Self","Self","Nonmatching",685,0.685,1
995543569,201,"friend","Friend","Close","Nonmatching",916,0.916,1
995543569,203,"friend","Friend","Close","Nonmatching",1182,1.182,1
995543569,205,"friend","Friend","Close","Nonmatching",493,0.493,1
995543569,207,"self","Self","Self","Matching",443,0.443,1
995543569,209,"self","Self","Self","Matching",369,0.369,1
995543569,211,"friend","Friend","Close","Nonmatching",263,0.263,0
995543569,213,"self","Self","Self","Matching",999,0.999,1
995543569,215,"self","Self","Self","Nonmatching",1051,1.051,1
995543569,217,"self","Self","Self","Matching",1007,1.007,1
995543569,219,"friend","Friend","Close","Nonmatching",735,0.735,1
995543569,221,"self","Self","Self","Nonmatching",611,0.611,1
995543569,223,"friend","Friend","Close","Nonmatching",834,0.834,1
995543569,225,"self","Self","Self","Matching",909,0.909,1
995543569,227,"friend","Friend","Close","Nonmatching",732,0.732,1
995543569,233,"self","Self","Self","Nonmatching",871,0.871,1
995543569,235,"friend","Friend","Close","Matching",807,0.807,0
995543569,237,"friend","Friend","Close","Nonmatching",713,0.713,1
995543569,239,"self","Self","Self","Matching",883,0.883,1
995543570,1,"friend","Friend","Close","Nonmatching",926,0.926,1
995543570,3,"friend","Friend","Close","Matching",776,0.776,1
995543570,5,"self","Self","Self","Nonmatching",918,0.918,1
995543570,7,"friend","Friend","Close","Nonmatching",733,0.733,1
995543570,9,"self","Self","Self","Nonmatching",837,0.837,1
995543570,11,"self","Self","Self","Nonmatching",650,0.65,1
995543570,13,"friend","Friend","Close","Matching",583,0.583,0
995543570,15,"friend","Friend","Close","Nonmatching",695,0.695,1
995543570,17,"friend","Friend","Close","Matching",808,0.808,1
995543570,19,"friend","Friend","Close","Matching",656,0.656,0
995543570,21,"friend","Friend","Close","Nonmatching",709,0.709,1
995543570,23,"friend","Friend","Close","Matching",1019,1.019,1
995543570,25,"friend","Friend","Close","Matching",731,0.731,1
995543570,27,"friend","Friend","Close","Matching",535,0.535,1
995543570,29,"self","Self","Self","Nonmatching",643,0.643,1
995543570,31,"self","Self","Self","Nonmatching",633,0.633,1
995543570,33,"self","Self","Self","Matching",534,0.534,1
995543570,35,"friend","Friend","Close","Nonmatching",764,0.764,1
995543570,37,"self","Self","Self","Nonmatching",816,0.816,1
995543570,39,"self","Self","Self","Matching",552,0.552,1
995543570,41,"self","Self","Self","Matching",463,0.463,1
995543570,43,"self","Self","Self","Matching",306,0.306,1
995543570,45,"self","Self","Self","Matching",297,0.297,1
995543570,47,"friend","Friend","Close","Nonmatching",548,0.548,1
995543570,49,"self","Self","Self","Nonmatching",703,0.703,1
995543570,51,"friend","Friend","Close","Nonmatching",827,0.827,1
995543570,53,"self","Self","Self","Matching",373,0.373,1
995543570,55,"self","Self","Self","Matching",462,0.462,1
995543570,57,"self","Self","Self","Matching",428,0.428,1
995543570,59,"self","Self","Self","Nonmatching",498,0.498,1
995543570,61,"self","Self","Self","Nonmatching",417,0.417,1
995543570,63,"self","Self","Self","Matching",582,0.582,1
995543570,65,"self","Self","Self","Nonmatching",500,0.5,1
995543570,67,"self","Self","Self","Matching",504,0.504,1
995543570,69,"friend","Friend","Close","Nonmatching",505,0.505,1
995543570,71,"self","Self","Self","Nonmatching",573,0.573,1
995543570,73,"self","Self","Self","Nonmatching",575,0.575,1
995543570,75,"friend","Friend","Close","Nonmatching",672,0.672,1
995543570,77,"friend","Friend","Close","Matching",584,0.584,1
995543570,79,"self","Self","Self","Matching",605,0.605,1
995543570,81,"self","Self","Self","Matching",517,0.517,1
995543570,83,"friend","Friend","Close","Matching",368,0.368,1
995543570,85,"self","Self","Self","Nonmatching",528,0.528,1
995543570,87,"self","Self","Self","Matching",401,0.401,1
995543570,89,"self","Self","Self","Matching",530,0.53,1
995543570,91,"self","Self","Self","Nonmatching",511,0.511,1
995543570,93,"friend","Friend","Close","Nonmatching",619,0.619,1
995543570,95,"friend","Friend","Close","Nonmatching",610,0.61,1
995543570,97,"friend","Friend","Close","Matching",415,0.415,1
995543570,99,"self","Self","Self","Nonmatching",385,0.385,1
995543570,101,"friend","Friend","Close","Nonmatching",576,0.576,1
995543570,103,"self","Self","Self","Matching",628,0.628,1
995543570,105,"self","Self","Self","Nonmatching",478,0.478,1
995543570,107,"friend","Friend","Close","Nonmatching",430,0.43,1
995543570,109,"self","Self","Self","Matching",669,0.669,1
995543570,111,"friend","Friend","Close","Nonmatching",405,0.405,1
995543570,113,"friend","Friend","Close","Matching",438,0.438,1
995543570,115,"self","Self","Self","Nonmatching",436,0.436,1
995543570,117,"self","Self","Self","Matching",442,0.442,1
995543570,119,"self","Self","Self","Nonmatching",503,0.503,1
995543570,121,"friend","Friend","Close","Matching",481,0.481,0
995543570,123,"friend","Friend","Close","Nonmatching",664,0.664,1
995543570,125,"friend","Friend","Close","Matching",710,0.71,1
995543570,127,"self","Self","Self","Nonmatching",542,0.542,1
995543570,129,"self","Self","Self","Matching",437,0.437,1
995543570,131,"friend","Friend","Close","Nonmatching",605,0.605,1
995543570,133,"friend","Friend","Close","Matching",513,0.513,1
995543570,135,"self","Self","Self","Matching",527,0.527,1
995543570,137,"self","Self","Self","Matching",661,0.661,0
995543570,139,"friend","Friend","Close","Matching",715,0.715,1
995543570,141,"friend","Friend","Close","Nonmatching",521,0.521,1
995543570,143,"friend","Friend","Close","Nonmatching",574,0.574,0
995543570,145,"self","Self","Self","Matching",482,0.482,1
995543570,147,"friend","Friend","Close","Nonmatching",612,0.612,1
995543570,149,"friend","Friend","Close","Matching",412,0.412,1
995543570,151,"self","Self","Self","Nonmatching",455,0.455,1
995543570,153,"self","Self","Self","Nonmatching",688,0.688,1
995543570,155,"self","Self","Self","Nonmatching",423,0.423,1
995543570,157,"friend","Friend","Close","Nonmatching",607,0.607,1
995543570,159,"self","Self","Self","Nonmatching",679,0.679,1
995543570,161,"self","Self","Self","Matching",802,0.802,1
995543570,163,"self","Self","Self","Matching",486,0.486,1
995543570,165,"self","Self","Self","Matching",414,0.414,1
995543570,167,"friend","Friend","Close","Matching",403,0.403,0
995543570,169,"friend","Friend","Close","Matching",310,0.31,1
995543570,171,"friend","Friend","Close","Matching",336,0.336,1
995543570,173,"friend","Friend","Close","Matching",212,0.212,1
995543570,175,"self","Self","Self","Matching",452,0.452,1
995543570,177,"friend","Friend","Close","Nonmatching",586,0.586,0
995543570,179,"friend","Friend","Close","Matching",586,0.586,1
995543570,181,"self","Self","Self","Matching",950,0.95,1
995543570,183,"friend","Friend","Close","Nonmatching",667,0.667,1
995543570,185,"friend","Friend","Close","Nonmatching",527,0.527,1
995543570,187,"friend","Friend","Close","Nonmatching",709,0.709,1
995543570,189,"friend","Friend","Close","Matching",430,0.43,1
995543570,191,"friend","Friend","Close","Matching",285,0.285,1
995543570,193,"friend","Friend","Close","Nonmatching",542,0.542,1
995543570,195,"friend","Friend","Close","Matching",479,0.479,1
995543570,197,"self","Self","Self","Matching",530,0.53,1
995543570,199,"friend","Friend","Close","Matching",519,0.519,1
995543570,201,"friend","Friend","Close","Matching",380,0.38,1
995543570,203,"self","Self","Self","Nonmatching",623,0.623,1
995543570,205,"friend","Friend","Close","Nonmatching",681,0.681,1
995543570,207,"friend","Friend","Close","Nonmatching",424,0.424,1
995543570,209,"friend","Friend","Close","Nonmatching",335,0.335,1
995543570,211,"friend","Friend","Close","Nonmatching",264,0.264,1
995543570,213,"friend","Friend","Close","Matching",615,0.615,1
995543570,215,"self","Self","Self","Nonmatching",596,0.596,1
995543570,217,"self","Self","Self","Matching",489,0.489,1
995543570,219,"friend","Friend","Close","Matching",635,0.635,1
995543570,221,"friend","Friend","Close","Nonmatching",489,0.489,1
995543570,223,"self","Self","Self","Matching",503,0.503,1
995543570,225,"self","Self","Self","Nonmatching",314,0.314,1
995543570,227,"friend","Friend","Close","Matching",526,0.526,1
995543570,229,"self","Self","Self","Nonmatching",457,0.457,1
995543570,231,"self","Self","Self","Matching",514,0.514,1
995543570,233,"self","Self","Self","Nonmatching",534,0.534,1
995543570,235,"friend","Friend","Close","Matching",426,0.426,1
995543570,237,"self","Self","Self","Nonmatching",450,0.45,1
995543570,239,"self","Self","Self","Nonmatching",564,0.564,1
995543571,1,"self","Self","Self","Matching",1058,1.058,1
995543571,3,"friend","Friend","Close","Nonmatching",879,0.879,0
995543571,5,"self","Self","Self","Matching",715,0.715,1
995543571,7,"friend","Friend","Close","Nonmatching",944,0.944,1
995543571,9,"self","Self","Self","Matching",913,0.913,1
995543571,11,"self","Self","Self","Nonmatching",1115,1.115,1
995543571,13,"friend","Friend","Close","Matching",1112,1.112,1
995543571,15,"self","Self","Self","Nonmatching",1142,1.142,1
995543571,17,"self","Self","Self","Nonmatching",1086,1.086,1
995543571,21,"friend","Friend","Close","Nonmatching",1194,1.194,1
995543571,23,"self","Self","Self","Nonmatching",815,0.815,1
995543571,25,"self","Self","Self","Matching",748,0.748,1
995543571,27,"friend","Friend","Close","Matching",1155,1.155,1
995543571,29,"self","Self","Self","Nonmatching",993,0.993,1
995543571,31,"friend","Friend","Close","Matching",1098,1.098,1
995543571,35,"self","Self","Self","Matching",988,0.988,1
995543571,37,"friend","Friend","Close","Matching",1007,1.007,1
995543571,39,"friend","Friend","Close","Nonmatching",852,0.852,1
995543571,41,"self","Self","Self","Nonmatching",858,0.858,1
995543571,43,"friend","Friend","Close","Nonmatching",1001,1.001,1
995543571,49,"friend","Friend","Close","Nonmatching",828,0.828,1
995543571,51,"friend","Friend","Close","Matching",870,0.87,1
995543571,53,"friend","Friend","Close","Nonmatching",985,0.985,1
995543571,55,"self","Self","Self","Matching",758,0.758,1
995543571,57,"self","Self","Self","Matching",704,0.704,1
995543571,59,"self","Self","Self","Matching",546,0.546,1
995543571,61,"friend","Friend","Close","Nonmatching",744,0.744,1
995543571,63,"self","Self","Self","Matching",837,0.837,1
995543571,65,"self","Self","Self","Nonmatching",830,0.83,1
995543571,67,"self","Self","Self","Nonmatching",975,0.975,1
995543571,69,"friend","Friend","Close","Nonmatching",869,0.869,1
995543571,71,"friend","Friend","Close","Matching",1026,1.026,1
995543571,75,"self","Self","Self","Matching",737,0.737,1
995543571,77,"friend","Friend","Close","Matching",1097,1.097,1
995543571,81,"friend","Friend","Close","Matching",924,0.924,1
995543571,83,"friend","Friend","Close","Matching",850,0.85,1
995543571,85,"friend","Friend","Close","Matching",606,0.606,1
995543571,87,"self","Self","Self","Nonmatching",813,0.813,1
995543571,89,"self","Self","Self","Matching",972,0.972,1
995543571,95,"friend","Friend","Close","Nonmatching",1022,1.022,1
995543571,97,"self","Self","Self","Matching",609,0.609,1
995543571,99,"friend","Friend","Close","Matching",789,0.789,1
995543571,101,"self","Self","Self","Nonmatching",783,0.783,1
995543571,103,"self","Self","Self","Matching",570,0.57,1
995543571,105,"friend","Friend","Close","Nonmatching",858,0.858,1
995543571,107,"friend","Friend","Close","Matching",852,0.852,1
995543571,109,"self","Self","Self","Nonmatching",844,0.844,1
995543571,111,"self","Self","Self","Matching",717,0.717,1
995543571,113,"friend","Friend","Close","Nonmatching",825,0.825,1
995543571,115,"self","Self","Self","Matching",767,0.767,1
995543571,117,"self","Self","Self","Nonmatching",741,0.741,1
995543571,119,"friend","Friend","Close","Matching",770,0.77,1
995543571,121,"self","Self","Self","Nonmatching",809,0.809,1
995543571,123,"friend","Friend","Close","Nonmatching",870,0.87,1
995543571,125,"self","Self","Self","Nonmatching",1185,1.185,1
995543571,127,"self","Self","Self","Nonmatching",780,0.78,1
995543571,129,"friend","Friend","Close","Nonmatching",710,0.71,1
995543571,131,"friend","Friend","Close","Nonmatching",808,0.808,0
995543571,133,"self","Self","Self","Nonmatching",909,0.909,1
995543571,135,"friend","Friend","Close","Matching",1044,1.044,1
995543571,137,"friend","Friend","Close","Nonmatching",723,0.723,1
995543571,139,"friend","Friend","Close","Nonmatching",908,0.908,1
995543571,141,"friend","Friend","Close","Matching",655,0.655,0
995543571,143,"self","Self","Self","Nonmatching",978,0.978,1
995543571,145,"friend","Friend","Close","Matching",899,0.899,1
995543571,147,"friend","Friend","Close","Nonmatching",781,0.781,1
995543571,151,"self","Self","Self","Matching",768,0.768,1
995543571,153,"friend","Friend","Close","Nonmatching",596,0.596,1
995543571,157,"friend","Friend","Close","Matching",877,0.877,1
995543571,159,"friend","Friend","Close","Matching",1171,1.171,1
995543571,161,"friend","Friend","Close","Matching",553,0.553,1
995543571,163,"friend","Friend","Close","Nonmatching",648,0.648,1
995543571,165,"friend","Friend","Close","Nonmatching",797,0.797,1
995543571,167,"self","Self","Self","Nonmatching",1076,1.076,1
995543571,169,"self","Self","Self","Matching",606,0.606,1
995543571,171,"friend","Friend","Close","Nonmatching",540,0.54,1
995543571,173,"friend","Friend","Close","Matching",1047,1.047,1
995543571,175,"friend","Friend","Close","Matching",659,0.659,1
995543571,177,"friend","Friend","Close","Nonmatching",616,0.616,1
995543571,179,"self","Self","Self","Nonmatching",1132,1.132,1
995543571,181,"self","Self","Self","Matching",758,0.758,1
995543571,183,"self","Self","Self","Nonmatching",722,0.722,1
995543571,185,"friend","Friend","Close","Nonmatching",788,0.788,1
995543571,187,"friend","Friend","Close","Nonmatching",737,0.737,1
995543571,189,"friend","Friend","Close","Matching",783,0.783,0
995543571,191,"self","Self","Self","Matching",635,0.635,1
995543571,193,"friend","Friend","Close","Nonmatching",766,0.766,1
995543571,195,"self","Self","Self","Matching",715,0.715,1
995543571,197,"friend","Friend","Close","Nonmatching",1200,1.2,1
995543571,199,"self","Self","Self","Matching",896,0.896,1
995543571,201,"friend","Friend","Close","Matching",568,0.568,0
995543571,203,"friend","Friend","Close","Nonmatching",777,0.777,1
995543571,205,"friend","Friend","Close","Nonmatching",812,0.812,1
995543571,207,"friend","Friend","Close","Matching",1140,1.14,0
995543571,209,"self","Self","Self","Matching",775,0.775,1
995543571,211,"self","Self","Self","Matching",430,0.43,1
995543571,213,"self","Self","Self","Nonmatching",635,0.635,1
995543571,215,"self","Self","Self","Matching",756,0.756,1
995543571,217,"self","Self","Self","Matching",720,0.72,1
995543571,219,"self","Self","Self","Nonmatching",485,0.485,0
995543571,221,"self","Self","Self","Matching",1033,1.033,1
995543571,223,"friend","Friend","Close","Matching",495,0.495,0
995543571,225,"self","Self","Self","Matching",1197,1.197,1
995543571,227,"self","Self","Self","Nonmatching",787,0.787,1
995543571,229,"self","Self","Self","Nonmatching",783,0.783,1
995543571,231,"self","Self","Self","Matching",665,0.665,1
995543571,235,"friend","Friend","Close","Nonmatching",742,0.742,1
995543571,237,"self","Self","Self","Matching",694,0.694,1
995543574,3,"self","Self","Self","Matching",1089,1.089,1
995543574,5,"friend","Friend","Close","Nonmatching",850,0.85,1
995543574,7,"friend","Friend","Close","Matching",1097,1.097,0
995543574,11,"self","Self","Self","Nonmatching",961,0.961,1
995543574,13,"self","Self","Self","Nonmatching",465,0.465,1
995543574,15,"friend","Friend","Close","Nonmatching",621,0.621,0
995543574,17,"self","Self","Self","Nonmatching",1040,1.04,1
995543574,19,"self","Self","Self","Matching",640,0.64,1
995543574,23,"friend","Friend","Close","Nonmatching",1123,1.123,1
995543574,25,"self","Self","Self","Matching",888,0.888,1
995543574,27,"friend","Friend","Close","Matching",651,0.651,0
995543574,29,"self","Self","Self","Matching",907,0.907,1
995543574,31,"self","Self","Self","Matching",788,0.788,1
995543574,33,"self","Self","Self","Matching",572,0.572,1
995543574,35,"friend","Friend","Close","Nonmatching",807,0.807,1
995543574,37,"friend","Friend","Close","Nonmatching",616,0.616,1
995543574,41,"self","Self","Self","Matching",860,0.86,1
995543574,43,"friend","Friend","Close","Nonmatching",838,0.838,1
995543574,45,"self","Self","Self","Matching",771,0.771,1
995543574,47,"friend","Friend","Close","Nonmatching",644,0.644,1
995543574,49,"self","Self","Self","Nonmatching",916,0.916,1
995543574,51,"friend","Friend","Close","Matching",703,0.703,1
995543574,53,"friend","Friend","Close","Matching",704,0.704,1
995543574,55,"friend","Friend","Close","Nonmatching",643,0.643,1
995543574,57,"self","Self","Self","Nonmatching",730,0.73,1
995543574,59,"friend","Friend","Close","Matching",714,0.714,1
995543574,61,"self","Self","Self","Matching",934,0.934,1
995543574,63,"friend","Friend","Close","Nonmatching",613,0.613,1
995543574,65,"self","Self","Self","Matching",613,0.613,1
995543574,67,"self","Self","Self","Matching",824,0.824,1
995543574,69,"self","Self","Self","Nonmatching",784,0.784,1
995543574,71,"self","Self","Self","Nonmatching",780,0.78,1
995543574,73,"friend","Friend","Close","Matching",778,0.778,1
995543574,75,"self","Self","Self","Nonmatching",716,0.716,1
995543574,77,"friend","Friend","Close","Matching",852,0.852,1
995543574,79,"friend","Friend","Close","Matching",743,0.743,1
995543574,81,"self","Self","Self","Nonmatching",606,0.606,1
995543574,83,"friend","Friend","Close","Nonmatching",1004,1.004,0
995543574,85,"friend","Friend","Close","Nonmatching",766,0.766,1
995543574,87,"friend","Friend","Close","Matching",776,0.776,1
995543574,89,"friend","Friend","Close","Matching",747,0.747,1
995543574,91,"friend","Friend","Close","Matching",601,0.601,1
995543574,93,"self","Self","Self","Matching",675,0.675,1
995543574,95,"self","Self","Self","Matching",549,0.549,1
995543574,97,"friend","Friend","Close","Nonmatching",594,0.594,1
995543574,99,"self","Self","Self","Matching",542,0.542,1
995543574,101,"friend","Friend","Close","Nonmatching",710,0.71,1
995543574,103,"self","Self","Self","Matching",405,0.405,1
995543574,105,"friend","Friend","Close","Nonmatching",610,0.61,1
995543574,107,"self","Self","Self","Nonmatching",788,0.788,1
995543574,109,"friend","Friend","Close","Nonmatching",649,0.649,1
995543574,111,"self","Self","Self","Nonmatching",446,0.446,0
995543574,113,"friend","Friend","Close","Nonmatching",649,0.649,1
995543574,115,"friend","Friend","Close","Matching",827,0.827,1
995543574,117,"friend","Friend","Close","Nonmatching",633,0.633,1
995543574,119,"friend","Friend","Close","Nonmatching",581,0.581,1
995543574,121,"friend","Friend","Close","Nonmatching",342,0.342,1
995543574,123,"friend","Friend","Close","Nonmatching",281,0.281,1
995543574,125,"self","Self","Self","Nonmatching",813,0.813,1
995543574,127,"self","Self","Self","Matching",706,0.706,1
995543574,129,"friend","Friend","Close","Matching",623,0.623,1
995543574,131,"friend","Friend","Close","Matching",1046,1.046,0
995543574,133,"friend","Friend","Close","Nonmatching",698,0.698,1
995543574,135,"self","Self","Self","Matching",601,0.601,1
995543574,137,"friend","Friend","Close","Nonmatching",672,0.672,1
995543574,139,"friend","Friend","Close","Matching",712,0.712,1
995543574,141,"self","Self","Self","Matching",820,0.82,1
995543574,143,"self","Self","Self","Matching",614,0.614,1
995543574,145,"self","Self","Self","Nonmatching",798,0.798,1
995543574,147,"self","Self","Self","Nonmatching",651,0.651,1
995543574,149,"friend","Friend","Close","Nonmatching",805,0.805,1
995543574,151,"self","Self","Self","Matching",747,0.747,1
995543574,153,"friend","Friend","Close","Matching",651,0.651,1
995543574,155,"self","Self","Self","Matching",768,0.768,1
995543574,157,"friend","Friend","Close","Matching",707,0.707,1
995543574,159,"friend","Friend","Close","Matching",684,0.684,1
995543574,161,"self","Self","Self","Nonmatching",718,0.718,1
995543574,163,"friend","Friend","Close","Matching",646,0.646,1
995543574,165,"self","Self","Self","Matching",767,0.767,1
995543574,167,"self","Self","Self","Nonmatching",655,0.655,1
995543574,169,"self","Self","Self","Matching",683,0.683,1
995543574,171,"self","Self","Self","Nonmatching",708,0.708,1
995543574,173,"friend","Friend","Close","Nonmatching",1015,1.015,1
995543574,175,"self","Self","Self","Matching",580,0.58,1
995543574,177,"friend","Friend","Close","Nonmatching",631,0.631,1
995543574,179,"self","Self","Self","Nonmatching",661,0.661,1
995543574,181,"friend","Friend","Close","Matching",650,0.65,1
995543574,183,"self","Self","Self","Nonmatching",792,0.792,1
995543574,185,"self","Self","Self","Nonmatching",519,0.519,1
995543574,187,"self","Self","Self","Nonmatching",681,0.681,1
995543574,189,"friend","Friend","Close","Nonmatching",871,0.871,1
995543574,191,"self","Self","Self","Nonmatching",686,0.686,1
995543574,193,"self","Self","Self","Nonmatching",647,0.647,1
995543574,195,"self","Self","Self","Matching",781,0.781,1
995543574,197,"friend","Friend","Close","Matching",699,0.699,1
995543574,199,"self","Self","Self","Matching",898,0.898,1
995543574,201,"friend","Friend","Close","Nonmatching",641,0.641,1
995543574,203,"self","Self","Self","Matching",905,0.905,1
995543574,205,"friend","Friend","Close","Nonmatching",597,0.597,1
995543574,207,"friend","Friend","Close","Matching",652,0.652,1
995543574,209,"self","Self","Self","Nonmatching",621,0.621,1
995543574,211,"self","Self","Self","Nonmatching",780,0.78,1
995543574,213,"friend","Friend","Close","Matching",653,0.653,1
995543574,215,"friend","Friend","Close","Matching",633,0.633,1
995543574,217,"friend","Friend","Close","Matching",517,0.517,1
995543574,219,"self","Self","Self","Nonmatching",592,0.592,1
995543574,221,"self","Self","Self","Nonmatching",476,0.476,1
995543574,223,"friend","Friend","Close","Matching",762,0.762,1
995543574,225,"self","Self","Self","Matching",637,0.637,1
995543574,227,"self","Self","Self","Matching",657,0.657,1
995543574,229,"self","Self","Self","Matching",446,0.446,1
995543574,231,"friend","Friend","Close","Nonmatching",492,0.492,1
995543574,233,"self","Self","Self","Nonmatching",814,0.814,1
995543574,235,"friend","Friend","Close","Nonmatching",555,0.555,1
995543574,237,"self","Self","Self","Nonmatching",781,0.781,1
995543574,239,"friend","Friend","Close","Matching",636,0.636,1
995543580,5,"friend","Friend","Close","Nonmatching",533,0.533,0
995543580,23,"friend","Friend","Close","Nonmatching",1058,1.058,0
995543580,25,"friend","Friend","Close","Nonmatching",725,0.725,1
995543580,27,"friend","Friend","Close","Nonmatching",852,0.852,1
995543580,29,"self","Self","Self","Nonmatching",863,0.863,1
995543580,31,"self","Self","Self","Matching",686,0.686,1
995543580,33,"self","Self","Self","Matching",251,0.251,0
995543580,35,"friend","Friend","Close","Nonmatching",874,0.874,1
995543580,37,"friend","Friend","Close","Matching",759,0.759,1
995543580,39,"friend","Friend","Close","Matching",672,0.672,0
995543580,41,"friend","Friend","Close","Matching",726,0.726,1
995543580,43,"self","Self","Self","Nonmatching",625,0.625,0
995543580,45,"self","Self","Self","Matching",924,0.924,1
995543580,47,"friend","Friend","Close","Matching",827,0.827,1
995543580,49,"friend","Friend","Close","Matching",513,0.513,1
995543580,51,"self","Self","Self","Nonmatching",856,0.856,1
